"name","rating","year","game_type","achievements","genre","price","24h_peak"
"Fly and Destroy",50," 2016","Single-player",25,"Action",4.99,2
"Football Manager 2018",50," 2017","Single-player",77,"Simulation",49.99,1196
"Football Manager 2019",60," 2018","Single-player",77,"Simulation",49.99,1898
"Football Manager 2019 Touch",50," 2018","Single-player",102,"Simulation",29.99,85
"Football Manager Touch 2018",50," 2017","Single-player",103,"Simulation",29.99,37
"For The King",80," 2018","Single-player",72,"Adventure",19.99,1744
"Forager",80," 2019","Single-player",84,"Action",19.99,603
"Foresight",60," 2014","Single-player",104,"Indie",4.99,0
"Fort Defense",50," 2015","Single-player",13,"Adventure",4.99,18
"Fortified",80," 2016","Single-player",23,"Action",14.99,4
"Forts",60," 2017","Single-player",40,"Action",14.99,752
"Frankenstein: Master of Death",80," 2015","Single-player",20,"Adventure",4.99,3
"Frederic: Evil Strikes Back",80," 2014","Single-player",18,"Action",7.99,2
"Frederic: Resurrection of Music",80," 2014","Single-player",18,"Action",2.99,3
"Freebie",60," 2016","Single-player",5,"Casual",0.99,48
"Freedom Cry",50," 2015","Single-player",5,"Adventure",6.99,11
"Friday the 13th: The Game",60," 2017","Online Multi-Player",53,"Action",19.99,706
"Frisky Business",80," 2017","Single-player",20,"Simulation",4.99,0
"Frostpunk",80," 2018","Single-player",75,"Simulation",29.99,2519
"Frozen Synapse",80," 2011","Single-player",16,"Indie",24.99,8
"Galactic Civilizations III",60," 2015","Single-player",98,"Indie",29.99,267
"Game Dev Tycoon",80," 2013","Single-player",35,"Casual",9.99,190
"Games&Girls",60," 2017","Single-player",6,"Adventure",1.99,2
"Gang Beasts",50," 2017","Online Multi-Player",19,"Action",19.99,528
"Garry's Mod",90," 2006","Single-player",29,"Indie",9.99,26873
"GemCraft - Chasing Shadows",90," 2015","Single-player",419,"Action",9.99,168
"Geometry Dash",80," 2014","Single-player",120,"Action",3.99,10146
"Germ Wars",50," 2016","Single-player",55,"Action",0.99,31
"Get CARNAGE!!!",60," 2017","Single-player",9,"Action",3.99,0
"Getting Over It with Bennett Foddy",60," 2017","Single-player",3,"Action",7.99,548
"Ghostlords",70," 2016","Single-player",217,"Adventure",29.97,1
"Gladiator Trainer",60," 2016","Single-player",15,"Action",1.99,4
"Glass Masquerade",90," 2016","Single-player",31,"Casual",4.99,38
"Global Outbreak: Doomsday Edition",50," 2014","Single-player",27,"Action",8.99,0
"Gnomes Garden",80," 2015","Single-player",23,"Casual",59.92,2
"Gnumz: Masters of Defense",50," 2015","Single-player",12,"Casual",259.54,3
"GO AWAY, THERE'S KUMIS OVER THERE!",60," 2016","Single-player",61,"Action",0.99,1
"Goat Simulator",80," 2014","Single-player",127,"Casual",9.99,230
"GOD EATER 2 Rage Burst",80," 2016","Single-player",47,"Action",49.99,30
"GOD EATER 3",60," 2019","Single-player",32,"Action",59.99,234
"Gods Will Be Watching",60," 2014","Single-player",35,"Adventure",9.99,5
"Gold Rush: The Game",50," 2017","Single-player",42,"Indie",19.99,291
"Gone Home",60," 2013","Single-player",10,"Adventure",109.93,13
"Goodbye Deponia",80," 2013","Single-player",50,"Adventure",19.99,23
"Gorogoa",90," 2017","Single-player",11,"Adventure",14.99,56
"Grand Ages: Medieval",50," 2015","Single-player",50,"Simulation",19.99,20
"Grand Pigeon's Duty",60," 2016","Single-player",15,"Action",3.99,2
"Grand Theft Auto V",60," 2015","Single-player",77,"Action",29.99,124996
"Graveyard Keeper",60," 2018","Single-player",62,"Adventure",19.99,968
"Great Hero's Beard",80," 2018","Single-player",27,"Adventure",1.99,14
"Greenwood the Last Ritual",60," 2017","Single-player",11,"Adventure",2.99,0
"Gremlins, Inc.",80," 2016","Single-player",100,"Indie",14.99,249
"GRID 2",80," 2013","Single-player",60,"Racing",49.99,197
"GRID Autosport",60," 2014","Single-player",60,"Racing",29.99,47
"Grim Dawn",80," 2016","Single-player",178,"Action",24.99,4234
"Grim Fandango Remastered",80," 2015","Single-player",47,"Adventure",14.99,50
"Grimind",50," 2014","Single-player",15,"Action",9.99,9
"GRIS",90," 2018","Single-player",17,"Adventure",16.99,208
"Guacamelee! Gold Edition",80," 2013","Single-player",60,"Action",14.99,9
"Guacamelee! Super Turbo Championship Edition",80," 2014","Single-player",30,"Action",14.99,28
"GUILTY GEAR Xrd -SIGN-",80," 2015","Single-player",48,"Action",29.99,13
"GUILTY GEAR XX ACCENT CORE PLUS R",80," 2015","Single-player",30,"Action",14.99,181
"Gunpoint",90," 2013","Single-player",42,"Action",9.99,12
"Guns of Icarus Alliance",60," 2017","Online Multi-Player",849,"Action",9.99,14
"Guns of Icarus Online",80," 2012","Online Multi-Player",849,"Action",4.99,12
"hack_me",50," 2016","Single-player",5,"Indie",3.99,142
"hack_me 2",60," 2017","Single-player",10,"Indie",3.99,111
"Hacknet",80," 2015","Single-player",11,"Indie",9.99,449
"Half-Life 2",90," 2004","Single-player",33,"Action",9.99,1316
"Half-Life 2: Episode One",80," 2006","Single-player",13,"Action",7.99,210
"Half-Life 2: Episode Two",90," 2007","Single-player",22,"Action",7.99,285
"Halo Wars: Definitive Edition",80," 2017","Single-player",75,"Strategy",19.99,166
"Hammerwatch",80," 2013","Single-player",38,"Action",9.99,22
"Hand of Fate",80," 2015","Single-player",53,"Action",19.99,23
"Hand of Fate 2",80," 2017","Single-player",99,"Action",29.99,68
"Hand Simulator",60," 2017","Single-player",69,"Simulation",1.99,116
"Happy Room",80," 2016","Single-player",70,"Action",4.99,19
"Hard Room",50," 2016","Single-player",11,"Action",2.99,1
"Hardnoid",60," 2017","Single-player",1,"Indie",0.99,1
"Hatred",60," 2015","Single-player",74,"Action",5.99,51
"Hearts of Iron IV",80," 2016","Single-player",92,"Simulation",39.99,31036
"Heat Signature",80," 2017","Single-player",70,"Action",14.99,50
"Heaven Forest NIGHTS",60," 2017","Single-player",24,"Action",0.99,1
"Heckabomb",60," 2015","Single-player",46,"Action",5.99,1
"Hektor",50," 2015","Single-player",16,"Action",9.99,1
"Hell Girls",80," 2017","Single-player",92,"Adventure",1.99,7
"HellAngel",50," 2016","Single-player",12,"Action",0.99,1
"Hellblade: Senua's Sacrifice",80," 2017","Single-player",14,"Action",29.99,107
"Hello Neighbor",60," 2017","Single-player",17,"Adventure",29.99,419
"Hentai Memory",80," 2018","Single-player",3000,"Casual",0.99,5
"Hero of the Kingdom",80," 2012","Single-player",38,"Adventure",5.99,8
"Hero Siege",60," 2014","Single-player",57,"Action",6.99,734
"Heroes of Hammerwatch",60," 2018","Single-player",89,"Action",11.99,248
"Hexcells Infinite",90," 2014","Single-player",7,"Casual",4.99,262
"Hob",80," 2017","Single-player",37,"Action",19.99,17
"hocus",80," 2015","Single-player",4,"Casual",11.96,4
"Hollow Knight",90," 2017","Single-player",63,"Action",14.99,8842
"Homefront",50," 2011","Single-player",47,"Action",19.99,28
"Homeworld Remastered Collection",80," 2015","Single-player",34,"Simulation",34.99,223
"Homeworld: Deserts of Kharak",60," 2016","Single-player",48,"Strategy",49.99,87
"HoPiKo",70," 2017","Single-player",53,"Action",6.99,1
"Hotel Anatolia",60," 2017","Single-player",6,"Adventure",0.99,0
"Hotline Miami",90," 2012","Single-player",35,"Action",9.99,193
"Hotline Miami 2: Wrong Number",80," 2015","Single-player",29,"Action",14.99,318
"House Flipper",60," 2018","Single-player",38,"Indie",19.99,2843
"How to Survive",80," 2013","Single-player",43,"Action",14.99,32
"How to Survive 2",60," 2016","Single-player",49,"Action",14.99,52
"Human: Fall Flat",80," 2016","Single-player",55,"Adventure",14.99,5498
"Hungry Flame",60," 2017","Single-player",96,"Action",4.99,1
"HunieCam Studio",80," 2016","Single-player",16,"Indie",6.99,89
"HuniePop",90," 2015","Single-player",20,"Indie",9.99,208
"Hyper Light Drifter",80," 2016","Single-player",23,"Action",19.99,78
"Hyperdimension Neptunia U: Action Unleashed",80," 2016","Single-player",35,"Action",24.99,11
"Hyperdrive Massacre",70," 2015","Single-player",34,"Action",9.99,2
"Hyposphere",40," 2016","Single-player",27,"Casual",2.99,2
"I am Setsuna",60," 2016","Single-player",50,"RPG",39.99,10
"ibb & obb",80," 2014","Online Multi-Player",10,"Action",11.99,44
"ICED",50," 2017","Single-player",16,"Action",9.99,1
"Icewind Dale: Enhanced Edition",80," 2014","Single-player",50,"Adventure",151.89,141
"ICEY",80," 2016","Single-player",34,"Action",10.99,281
"Imperator: Rome",40," 2019","Single-player",50,"Simulation",39.99,529
"Impire",50," 2013","Single-player",48,"Strategy",19.99,3
"In Exilium",50," 2015","Single-player",5,"Action",4.99,0
"Incandescent",60," 2015","Single-player",15,"Action",0.99,11
"Incitement 3",60," 2015","Single-player",29,"Adventure",8.99,3
"Indie Game: The Movie",90," 2012","Single-player",7,"Indie",9.99,3
"Inexistence",50," 2016","Single-player",10,"Action",2.99,1
"Infested Planet",80," 2014","Single-player",36,"Action",14.99,16
"InfiniPicross",60," 2017","Single-player",22,"Casual",1.99,4
"Injustice: Gods Among Us Ultimate Edition",80," 2013","Single-player",50,"Action",19.99,56
"INSIDE",90," 2016","Single-player",14,"Action",19.99,259
"Insurgency",80," 2014","Online Multi-Player",100,"Action",29.98,517
"Insurgency: Sandstorm",60," 2018","Online Multi-Player",37,"Action",29.99,2570
"interLOGIC",60," 2017","Single-player",5,"Casual",1.99,1
"Into the Breach",80," 2018","Single-player",55,"Indie",14.99,381
"Intralism",80," 2016","Single-player",21,"Action",2.99,35
"Invisible, Inc.",80," 2015","Single-player",23,"Action",19.99,38
"Ironcast",60," 2015","Single-player",30,"Indie",14.99,5
"ISLANDERS",80," 2019","Single-player",26,"Casual",4.99,107
"It's Spring Again",80," 2016","Single-player",4,"Casual",0.99,3
"Jagged Alliance - Back in Action",50," 2012","Single-player",60,"RPG",19.99,62
"Jamestown",80," 2011","Single-player",42,"Action",9.99,4
"Jet Gunner",80," 2014","Single-player",37,"Action",0.99,1
"Jet Set Radio",80," 2012","Single-player",30,"Action",7.99,24
"JiPS",50," 2016","Single-player",7,"Casual",2.99,530
"Job the Leprechaun",70," 2015","Single-player",3,"Casual",2.99,0
"Jotun: Valhalla Edition",80," 2015","Single-player",36,"Action",14.99,13
"Judgment: Apocalypse Survival Simulation",80," 2018","Single-player",57,"Indie",19.99,32
"Juicy Realm",60," 2018","Single-player",20,"Action",9.99,33
"JUMP FORCE",50," 2019","Single-player",50,"Action",59.99,109
"Jump King",80," 2019","Single-player",33,"Action",12.99,147
"Jurassic World Evolution",60," 2018","Single-player",67,"Simulation",44.99,432
"Just Cause 2",80," 2010","Single-player",50,"Action",14.99,172
"Just Cause 4",40," 2018","Single-player",61,"Action",59.99,429
"Just Shapes & Beats",90," 2018","Single-player",26,"Action",19.99,97
"Kabounce",80," 2018","Single-player",50,"Action",14.99,2
"Kao the Kangaroo: Round 2",80," 2019","Single-player",9,"Action",1.99,26
"Katana ZERO",90," 2019","Single-player",22,"Action",14.99,244
"Kathy Rain",80," 2016","Single-player",20,"Adventure",14.99,5
"Katy and Bob Way Back Home",70," 2017","Single-player",28,"Casual",172.67,10
"Katy and Bob: Safari Cafe",70," 2017","Single-player",12,"Casual",172.67,16
"Keep Talking and Nobody Explodes",90," 2015","Local Multi-Player",10,"Indie",76.95,142
"Kidnapped",50," 2015","Single-player",7,"Action",2.99,1
"Killing Floor",90," 2009","Single-player",285,"Action",19.99,303
"Killing Floor 2",80," 2016","Single-player",262,"Action",29.99,2529
"King's Bounty: Dark Side",50," 2014","Single-player",37,"RPG",12.99,135
"King's Bounty: Warriors of the North",60," 2012","Single-player",64,"RPG",9.99,136
"King's Guard TD",50," 2016","Single-player",10,"Casual",2.99,2
"King Lucas",50," 2016","Single-player",20,"Action",4.99,2
"King of Dragon Pass",60," 2015","Single-player",43,"RPG",11.99,9
"Kingdom Come: Deliverance",60," 2018","Single-player",82,"Action",29.99,3252
"Kingdom Rush",90," 2014","Single-player",72,"Action",9.99,277
"Kingdom Rush Frontiers",90," 2016","Single-player",84,"Indie",9.99,301
"Kingdom Rush Origins",80," 2018","Single-player",83,"Indie",14.99,299
"Kingdom Two Crowns",50," 2018","Single-player",28,"Adventure",19.99,770
"Kingdom Wars",50," 2013","Single-player",35,"Free to Play",19.98,9
"Kingdom: Classic",80," 2015","Single-player",34,"Indie",4.99,87
"Kingdom: New Lands",80," 2016","Single-player",34,"Indie",14.99,99
"Kingdoms and Castles",80," 2017","Single-player",12,"Indie",9.99,431
"Kings under the hill",50," 2017","Single-player",7,"Indie",1.99,449
"L.A. Noire",80," 2011","Single-player",60,"Adventure",19.99,203
"La-Mulana 2",80," 2018","Single-player",46,"Action",67.96,19
"Labyronia RPG",60," 2015","Single-player",6,"Action",1.99,42
"Labyronia RPG 2",60," 2015","Single-player",6,"Action",1.99,36
"Langoth",50," 2017","Single-player",22,"Action",2.99,1
"Last Tale",80," 2017","Single-player",6,"Action",0.99,0
"Layers of Fear",80," 2016","Single-player",27,"Adventure",19.99,52
"Leave Me Alone: A Trip To Hell",50," 2016","Single-player",27,"Action",1.99,0
"Left 4 Dead",80," 2008","Single-player",73,"Action",9.99,815
"Left 4 Dead 2",90," 2009","Single-player",70,"Action",9.99,40462
"Legend of Dungeon",60," 2013","Single-player",16,"Action",9.99,6
"Legend of Grimrock",80," 2012","Single-player",40,"Adventure",14.99,42
"Legend of Grimrock 2",80," 2014","Single-player",60,"Adventure",23.99,76
"Legend of Himari",70," 2018","Single-player",18,"Casual",0.99,3
"Lethal League",90," 2014","Single-player",23,"Action",13.99,12
"Lethal League Blaze",90," 2018","Single-player",15,"Action",19.99,71
"Letter Quest: Grimm's Journey Remastered",80," 2015","Single-player",60,"Casual",7.99,7
"Life is Feudal: Forest Village",50," 2017","Single-player",29,"Indie",24.99,154
"Life is Feudal: Your Own",50," 2015","Online Multi-Player",150,"Action",19.99,572
"Life is Strange 2",80," 2018","Single-player",46,"Adventure",7.99,183
"Life is Strange: Before the Storm",80," 2017","Single-player",34,"Action",16.99,55
"LIMBO",80," 2011","Single-player",13,"Adventure",9.99,80
"Linea, the Game",80," 2016","Single-player",21,"Action",1.99,1
"Linked",70," 2017","Single-player",12,"Casual",2.99,4
"LISA",90," 2014","Single-player",68,"Adventure",9.99,39
"Little Nightmares",80," 2017","Single-player",22,"Adventure",19.99,681
"Long Live The Queen",90," 2013","Single-player",45,"Indie",116.91,14
"Loot Hero DX",50," 2015","Single-player",20,"Action",2.99,2
"Lost Castle",80," 2016","Single-player",81,"Action",9.99,1014
"Lost Crew",70," 2016","Single-player",2,"Action",1.99,0
"LOVE",80," 2014","Single-player",19,"Action",2.99,2
"Lovely Planet",80," 2014","Single-player",14,"Action",5.99,4
"Lucius",60," 2012","Single-player",58,"Action",24.99,33
"Luke Sidewalker",50," 2016","Single-player",13,"Action",0.99,0
"Lunar Flight",80," 2012","Single-player",51,"Indie",14.99,5
"MachiaVillain",50," 2018","Single-player",9,"Indie",19.99,10
"Machinarium",90," 2009","Single-player",12,"Adventure",9.99,52
"Mad Digger",50," 2017","Single-player",1,"Casual",86.56,7
"Mad Driver",50," 2017","Single-player",6,"Casual",0.99,0
"Mad Games Tycoon",80," 2016","Single-player",39,"Casual",14.99,21
"Mad Hunter",50," 2016","Single-player",12,"Action",3.99,1
"Mad Max",80," 2015","Single-player",49,"Action",19.99,773
"Magazine Editor",40," 2017","Single-player",10,"Action",0.99,0
"Magic Technology",50," 2018","Single-player",28,"Indie",2.99,1
"Magic: The Gathering - Duels of the Planeswalkers 2013",80," 2012","Single-player",25,"Strategy",9.99,20
"Magicians & Looters",80," 2014","Single-player",29,"Action",2.99,1
"Magicka",80," 2011","Single-player",88,"Action",9.99,101
"Magicka 2",60," 2015","Single-player",47,"Action",105.72,100
"Mahjong Magic Journey",60," 2018","Single-player",12,"Casual",64.87,9
"Make it indie!",50," 2015","Single-player",9,"Adventure",0.99,3
"Mars: War Logs",60," 2013","Single-player",14,"Action",14.99,8
"Marvel vs. Capcom: Infinite",50," 2017","Single-player",47,"Action",39.99,22
"Masky",80," 2016","Single-player",16,"Action",0.99,2
"Master of Orion",50," 2016","Single-player",102,"Strategy",29.99,405
"Max Payne 3",80," 2012","Single-player",67,"Action",19.99,192
"Meadow",80," 2016","Online Multi-Player",85,"Adventure",4.99,13
"Mechanic Escape",80," 2014","Single-player",33,"Action",4.99,0
"Medieval Defenders",40," 2016","Single-player",12,"Casual",4.99,15
"Megadimension Neptunia VII",90," 2016","Single-player",35,"RPG",29.99,15
"Men of War: Assault Squad",80," 2011","Single-player",110,"Strategy",9.99,78
"Men of War: Assault Squad 2",80," 2014","Single-player",490,"Action",84.97,2013
"Merchants of Kaidan",50," 2014","Single-player",22,"Adventure",14.99,2
"Merlin adventurer store",80," 2016","Single-player",23,"Casual",2.99,0
"METAL GEAR RISING: REVENGEANCE",80," 2014","Single-player",60,"Action",29.99,638
"METAL GEAR SOLID V: GROUND ZEROES",80," 2014","Single-player",16,"Action",19.99,86
"METAL GEAR SOLID V: THE PHANTOM PAIN",80," 2015","Single-player",42,"Action",19.99,1825
"METAL GEAR SURVIVE",50," 2018","Single-player",51,"Action",29.99,44
"METAL SLUG 3",80," 2014","Single-player",30,"Action",7.99,37
"Metamorfose S",60," 2017","Single-player",139,"Action",5.99,7
"Metro 2033 Redux",60," 2014","Single-player",49,"Action",19.99,481
"Metro Exodus",80," 2019","Single-player",52,"Action",24.99,1386
"Metro: Last Light Redux",80," 2014","Single-player",49,"Action",19.99,478
"Midsummer Night",80," 2016","Single-player",33,"Adventure",3.99,0
"MiDZone",50," 2016","Single-player",25,"Action",2.99,0
"Might & Magic: Clash of Heroes",80," 2011","Single-player",14,"RPG",9.99,50
"Mighty No. 9",50," 2016","Single-player",70,"Action",19.99,8
"Millie",80," 2014","Single-player",14,"Action",3.99,4
"Mini Metro",90," 2015","Single-player",45,"Indie",9.99,224
"Minimalism",50," 2017","Single-player",165,"Action",0.99,1661
"Mirror",90," 2018","Single-player",114,"Adventure",1.99,582
"Miscreated",50," 2018","Online Multi-Player",29,"Action",24.99,141
"Mistwood Heroes",50," 2016","Single-player",22,"Action",0.99,16
"Mobile Empire",50," 2018","Single-player",30,"Casual",9.99,11
"Monday Night Combat",60," 2011","Single-player",51,"Action",4.99,3
"Monstro: Battle Tactics",70," 2014","Single-player",23,"Casual",5.99,0
"Montaro",90," 2016","Single-player",15,"Casual",0.99,15
"Moon Colonization Project",40," 2018","Single-player",3,"Adventure",1.99,1
"Moonbase 332",40," 2015","Single-player",8,"Action",4.99,2
"Moonlighter",60," 2018","Single-player",57,"Action",19.99,168
"MORDHAU",60," 2019","Online Multi-Player",38,"Action",29.99,1954
"Mordheim: City of the Damned",60," 2015","Single-player",109,"RPG",39.99,200
"Mortal Kombat X",60," 2015","Single-player",73,"Action",19.99,344
"Mortifero Motus",50," 2017","Single-player",11,"Indie",0.99,0
"Mortificatio",50," 2017","Single-player",10,"Adventure",0.99,0
"Mortos",50," 2016","Single-player",11,"Action",0.99,0
"Mother Russia Bleeds",80," 2016","Single-player",33,"Action",14.99,14
"Motorsport Manager",80," 2016","Single-player",73,"Racing",34.99,588
"Mount & Blade: Warband",90," 2010","Single-player",80,"Action",19.99,5342
"Mount Your Friends",80," 2014","Single-player",8,"Indie",4.99,16
"Mountain",80," 2014","Single-player",31,"Casual",0.99,111
"Mouse in Lab",50," 2017","Single-player",7,"Indie",0.99,1
"Move or Die",80," 2016","Single-player",66,"Action",14.99,104
"MudRunner",80," 2017","Single-player",62,"Simulation",24.99,499
"Multishop Tycoon Deluxe",60," 2017","Single-player",20,"Indie",6.99,0
"Murder Miners",80," 2014","Single-player",18,"Action",0.99,16
"Murderous Pursuits",50," 2018","Single-player",145,"Action",9.99,3
"Music Racer",80," 2018","Single-player",36,"Action",1.99,7
"Mutant Year Zero: Road to Eden",80," 2018","Single-player",36,"RPG",34.99,73
"MY HERO ONE'S JUSTICE",80," 2018","Single-player",57,"Action",59.99,8
"My Name is You",60," 2017","Single-player",14,"Indie",3.99,1
"My Super Tower 2",50," 2017","Single-player",6,"Adventure",0.99,0
"My Time At Portia",80," 2019","Single-player",91,"Adventure",29.99,1232
"Mystic Saga",50," 2016","Single-player",53,"Adventure",172.67,5
"Nanobots",50," 2016","Single-player",8,"Action",3.99,0
"Nantucket",60," 2018","Single-player",25,"Adventure",17.99,7
"NARUTO SHIPPUDEN: Ultimate Ninja STORM 4",80," 2016","Single-player",53,"Action",29.99,2105
"NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution",80," 2014","Single-player",50,"Action",29.99,36
"NARUTO TO BORUTO: SHINOBI STRIKER",50," 2018","Single-player",48,"Action",49.99,839
"NARUTO: Ultimate Ninja STORM",50," 2017","Single-player",50,"Action",19.99,98
"Nation Red",80," 2010","Single-player",145,"Action",1.99,9
"Natural Selection 2",80," 2012","Online Multi-Player",67,"Action",9.99,144
"Navalny 20!8 : The Rise of Evil",80," 2018","Single-player",37,"Action",3.99,0
"NBA 2K17",50," 2016","Single-player",49,"Sports",59.99,164
"NBA 2K18",40," 2017","Single-player",50,"Simulation",59.99,209
"NBA 2K19",40," 2018","Single-player",50,"Simulation",59.99,510
"NEKOPARA Vol. 1",90," 2014","Single-player",14,"Casual",9.99,86
"NEKOPARA Vol. 2",90," 2016","Single-player",20,"Casual",9.99,29
"NEKOPARA Vol. 3",90," 2017","Single-player",27,"Casual",9.99,44
"Neon Arena",50," 2017","Single-player",11,"Action",3.99,1
"Neon Prism",60," 2016","Single-player",16,"Action",4.99,1
"Neon Space",60," 2016","Single-player",14,"Action",4.99,1
"Neon Space 2",60," 2016","Single-player",17,"Action",4.99,4
"Next Day: Survival",50," 2018","Single-player",39,"Action",9.99,17
"Nexuiz",50," 2012","Single-player",12,"Action",9.99,0
"Niche - a genetics survival game",80," 2016","Single-player",31,"Indie",17.99,67
"Nidhogg",80," 2014","Single-player",12,"Action",9.99,20
"Night in the Woods",80," 2017","Single-player",31,"Adventure",19.99,97
"Nihilist Simulator",70," 2017","Single-player",50,"Adventure",0.99,34
"Nihilumbra",80," 2013","Single-player",24,"Adventure",7.99,4
"Nine Parchments",60," 2017","Single-player",54,"Action",19.99,274
"Ninja Stealth",50," 2016","Single-player",5000,"Casual",11.92,18
"No Man's Sky",50," 2016","Single-player",27,"Action",59.99,9528
"Northgard",80," 2018","Single-player",134,"Indie",29.99,3612
"Nuclear Contingency",50," 2017","Single-player",4,"Action",0.99,1
"Nuclear Throne",90," 2015","Single-player",44,"Action",11.99,151
"Numberline",70," 2017","Single-player",13,"Casual",3.99,0
"Nyasha",60," 2019","Single-player",32,"Casual",9.9,26
"Nyctophobia",50," 2015","Single-player",11,"Adventure",1.99,2
"Obduction",60," 2016","Single-player",15,"Adventure",29.99,15
"Octodad: Dadliest Catch",80," 2014","Single-player",32,"Action",14.99,28
"Office Battle",60," 2015","Single-player",15,"Action",0.99,12
"Offspring Fling!",80," 2012","Single-player",10,"Adventure",7.99,1
"Oik 3",80," 2017","Single-player",604,"Casual",13.86,9
"Omerta - City of Gangsters",50," 2013","Single-player",60,"Simulation",14.99,26
"Once in Yaissor",80," 2016","Single-player",5,"Adventure",0.99,16
"One Finger Death Punch",90," 2014","Single-player",152,"Action",4.99,20
"One Finger Death Punch 2",90," 2019","Single-player",63,"Action",7.99,24
"ONE PIECE World Seeker",50," 2019","Single-player",49,"Action",59.99,131
"OneScreen Wagons",70," 2016","Single-player",4,"Indie",0.99,0
"OneShot",90," 2016","Single-player",11,"Adventure",9.99,89
"Only One Hope",40," 2017","Single-player",8,"Action",0.99,0
"Orbox C",70," 2016","Single-player",36,"Indie",2.99,0
"Orcs Must Die!",90," 2011","Single-player",27,"Action",9.99,32
"Orcs Must Die! 2",80," 2012","Single-player",27,"Action",14.99,111
"Organ Trail: Director's Cut",80," 2013","Single-player",28,"Indie",4.99,16
"Ori and the Blind Forest: Definitive Edition",90," 2016","Single-player",57,"Action",19.99,430
"Oriental Empires",60," 2017","Single-player",51,"Indie",29.99,54
"ORION: Prelude",60," 2013","Single-player",251,"Action",0.99,12
"Ostalgie: The Berlin Wall",80," 2018","Single-player",55,"Indie",5.99,20
"Otaku's Adventure",80," 2019","Single-player",26,"Adventure",6.99,117
"Out of the Park Baseball 18",80," 2017","Single-player",78,"Indie",19.99,10
"Out of the Park Baseball 19",80," 2018","Single-player",78,"Indie",19.99,30
"Out of the Park Baseball 20",80," 2019","Single-player",144,"Indie",39.99,58
"OutDrive",60," 2016","Single-player",48,"Casual",2.99,5
"Outlast",90," 2013","Single-player",14,"Action",19.99,438
"Outlast 2",80," 2017","Single-player",24,"Action",29.99,387
"Outrunner",80," 2017","Single-player",100,"Action",0.99,0
"Outward",60," 2019","Single-player",44,"RPG",39.99,711
"Overcooked",80," 2016","Single-player",12,"Action",41.98,147
"Overcooked! 2",80," 2018","Single-player",47,"Action",24.99,5478
"Overture",60," 2015","Single-player",4,"Action",4.99,8
"Owlboy",80," 2016","Single-player",12,"Action",24.99,17
"Pacify",80," 2019","Single-player",16,"Action",4.99,247
"Painkiller Hell & Damnation",60," 2012","Single-player",107,"Action",19.99,31
"Panzer Corps",80," 2011","Single-player",80,"Strategy",19.99,428
"Papers, Please",90," 2013","Single-player",13,"Adventure",9.99,503
"Parkitect",80," 2018","Single-player",32,"Indie",29.99,188
"Pathfinder: Kingmaker",60," 2018","Single-player",74,"RPG",39.99,1789
"Pathologic 2",80," 2019","Single-player",50,"Adventure",34.99,97
"Pathway",50," 2019","Single-player",74,"Adventure",15.99,20
"PAYDAY 2",80," 2013","Single-player",1130,"Action",9.99,44312
"PC Building Simulator",80," 2019","Single-player",53,"Indie",19.99,454
"PERFECT ANGLE: The puzzle game based on optical illusions",50," 2015","Single-player",37,"Adventure",9.99,1
"Perfect Fit - Totemland",70," 2016","Single-player",11,"Casual",3.99,1
"Permute",50," 2017","Single-player",10,"Casual",1.99,1
"Phantom Doctrine",60," 2018","Single-player",47,"Action",39.99,98
"Phantom Soldier",40," 2017","Single-player",500,"Action",624.74,0
"PhysDrive",40," 2015","Single-player",6,"Action",0.99,1
"Pictopix",80," 2017","Single-player",34,"Casual",6.99,92
"PIGMENTUM",50," 2017","Single-player",11,"Casual",0.99,0
"Pikuniku",80," 2019","Single-player",14,"Action",12.99,51
"Pilam Sky",70," 2018","Single-player",10,"Action",3.99,0
"Pillars of Eternity",80," 2015","Single-player",48,"RPG",59.98,595
"Pillars of Eternity II: Deadfire",80," 2018","Single-player",55,"RPG",49.99,653
"Pinball FX3",60," 2017","Single-player",101,"Simulation",269.69,245
"PippiStory",60," 2017","Single-player",12,"Action",0.99,1
"PixARK",50," 2019","Single-player",35,"Action",39.99,214
"Pixel Piracy",50," 2015","Single-player",30,"Adventure",9.99,11
"Pixel Puzzles 2: Anime",80," 2015","Single-player",27,"Action",9.99,17
"Pixel Puzzles 2: RADical ROACH",60," 2016","Single-player",26,"Action",85.9,3
"Pixel Puzzles Ultimate",60," 2016","Single-player",1563,"Casual",28.9,87
"Pixel Puzzles: Japan",60," 2014","Single-player",26,"Casual",85.9,6
"Pixel Survivors",50," 2016","Single-player",34,"Casual",3.99,1
"Pizza Connection 3",40," 2018","Single-player",29,"Simulation",24.99,45
"Plague Inc: Evolved",80," 2016","Single-player",199,"Casual",14.99,579
"Plain Sight",50," 2010","Online Multi-Player",24,"Action",4.99,0
"Planes, Bullets and Vodka",80," 2016","Single-player",9,"Action",14.85,174
"Planet Coaster",80," 2016","Single-player",32,"Simulation",44.99,1572
"Planet Explorers",50," 2016","Single-player",16,"Action",9.99,22
"Planet R-12",80," 2016","Single-player",26,"Action",0.99,11
"Planetary Annihilation: TITANS",60," 2015","Single-player",19,"Strategy",39.99,251
"Planetbase",60," 2015","Single-player",30,"Indie",14.99,229
"Plantera",80," 2016","Single-player",29,"Casual",2.99,19
